input_start_date,issue_date,target_report_date,iz_code,node_index,player_name,component,phi,phi_0,reconstructed_prediction,additivity_error,explanation_scope,n_coalitions,node_order_hash,label
2023-02-19,2023-02-25,2023-03-04,S02001847,5,location_x_overcrowding,interaction,-0.14797124408540274,41.505346786775384,42.16562129239062,0.0,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,"Location–feature interaction for the named original variable, conditional on the fixed graph structure."
2023-02-19,2023-02-25,2023-03-04,S02001847,5,location_x_crime,interaction,0.023990285964239615,41.505346786775384,42.16562129239062,0.0,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,"Location–feature interaction for the named original variable, conditional on the fixed graph structure."
2023-02-19,2023-02-25,2023-03-04,S02001847,5,location_x_public_transport_time_to_gp,interaction,-0.10961722873506155,41.505346786775384,42.16562129239062,0.0,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,"Location–feature interaction for the named original variable, conditional on the fixed graph structure."
2023-02-19,2023-02-25,2023-03-04,S02001848,6,income_deprivation,main,-2.1279243923369022,39.60218499692511,39.488613829932916,7.105427357601002e-15,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,
2023-02-19,2023-02-25,2023-03-04,S02001848,6,employment_deprivation,main,0.7130343300955666,39.60218499692511,39.488613829932916,7.105427357601002e-15,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,
2023-02-19,2023-02-25,2023-03-04,S02001848,6,higher_education,main,1.8587458474295566,39.60218499692511,39.488613829932916,7.105427357601002e-15,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,
2023-02-19,2023-02-25,2023-03-04,S02001848,6,overcrowding,main,-0.3401125408354272,39.60218499692511,39.488613829932916,7.105427357601002e-15,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,
2023-02-19,2023-02-25,2023-03-04,S02001848,6,crime,main,-0.027811095828101724,39.60218499692511,39.488613829932916,7.105427357601002e-15,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,
2023-02-19,2023-02-25,2023-03-04,S02001848,6,public_transport_time_to_gp,main,0.13129668462844182,39.60218499692511,39.488613829932916,7.105427357601002e-15,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,
2023-02-19,2023-02-25,2023-03-04,S02001848,6,location,location,-0.6658664067586282,39.60218499692511,39.488613829932916,7.105427357601002e-15,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,Residual spatial/location contribution conditional on the fixed graph structure.
2023-02-19,2023-02-25,2023-03-04,S02001848,6,location_x_income_deprivation,interaction,1.2098624365670463,39.60218499692511,39.488613829932916,7.105427357601002e-15,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,"Location–feature interaction for the named original variable, conditional on the fixed graph structure."
2023-02-19,2023-02-25,2023-03-04,S02001848,6,location_x_employment_deprivation,interaction,-0.05918053218296858,39.60218499692511,39.488613829932916,7.105427357601002e-15,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,"Location–feature interaction for the named original variable, conditional on the fixed graph structure."
