IntZone,node_index,income_rate,employment_rate,university_rate,overcrowded_rate,crime_rate,pt_gp_min,static_scaling_mode
S02001876,34,0.1236080178173719,0.0853873239436619,0.1683066935783222,0.0976243504083147,0.0249878974073093,6.569311937760395,none
S02001877,35,0.0930096519450131,0.0630914826498422,0.1683097911670079,0.0944720678560982,0.0217462873212101,7.96568546801784,none
S02001878,36,0.0665543386689132,0.0541760722347629,0.1577094252316765,0.1112047177759056,0.0133316020689413,5.55284744867481,none
S02001879,37,0.0493257629524485,0.0536312849162011,0.1434408058907026,0.127750177430802,0.0156878775413536,6.940787719180625,none
S02001880,38,0.2196592398427261,0.1578505457598656,0.0779389352555701,0.1384010484927916,0.0350275370858698,10.20989211920865,none
S02001881,39,0.3689224052391348,0.2683506686478454,0.0463032724746973,0.2093669378845009,0.0390808693403308,8.478065931397499,none
S02001882,40,0.3453019351830263,0.2286406087858872,0.051965533690837,0.2219631615761249,0.0527082958259781,9.867428069882957,none
S02001883,41,0.2376746096959737,0.1649002493765586,0.061088299096138,0.1871405094494659,0.0272443132158183,6.097086694080732,none
S02001884,42,0.1081607795371498,0.0649256438157417,0.0929998511571254,0.1490864799025578,0.0220283440484891,9.848525703935689,none
S02001885,43,0.0881509794553272,0.0649011562849683,0.1312589546106067,0.1237458193979933,0.018721812074337,7.331755252508839,none
S02001886,44,0.1186055323986358,0.0990897269180754,0.1156498478590375,0.1707086017430845,0.0230339535821751,6.060569229330996,none
S02001887,45,0.1398617511520737,0.0995245641838351,0.1207243679723502,0.1631336405529954,0.0340314229157708,5.393662136143318,none
S02001888,46,0.2421338444337965,0.1568296795952782,0.0808528009902571,0.2036415908001916,0.0516731183281575,7.8311031119203,none
S02001889,47,0.2793856103476152,0.1925109120147025,0.0836682231204527,0.2227970897332255,0.0492215660696516,6.950307106222474,none
S02001890,48,0.1538193840264485,0.1204434022596461,0.1160115079171741,0.2077605707325561,0.095805813798191,6.74044635304176,none
S02001891,49,0.1772809394760614,0.1177777777777777,0.0649511689250225,0.289747064137308,0.0884931180478489,7.167445884817976,none
S02001892,50,0.2475618904726181,0.1565276828434723,0.0555612105526381,0.2338084521130282,0.0417070225471978,4.329036399297575,none
S02001893,51,0.3649315068493151,0.2543424317617866,0.0502481071232876,0.1816438356164383,0.0418411127929842,6.020006539821369,none
S02001894,52,0.3182891265102069,0.2344969199178644,0.0408835129843077,0.2264963199555617,0.0891580476968812,5.202849559062213,none
S02001895,53,0.2610781823313576,0.1852713178294573,0.0344499765735252,0.2325712672876093,0.0612540913253501,4.77899172539317,none
S02001896,54,0.2639722134512157,0.1769767441860465,0.0604503137038206,0.2268708556994,0.0448911653269666,5.700578494093147,none
S02001897,55,0.1103912930811091,0.0892457057505601,0.0890327268722467,0.1173879243327286,0.0291605524163813,6.381341430980047,none
S02001898,56,0.1676168757126568,0.116875,0.0646368304827062,0.1896617255796275,0.0202398609439146,7.358477505882174,none
S02001899,57,0.0536969356199044,0.0475980608197443,0.1093440084340736,0.0742198481866741,0.0087564955545887,9.686780178612317,none
S02001900,58,0.189970019078768,0.1470457574411372,0.078807388116653,0.1635322976287817,0.036421382933386,8.921263377147453,none
S02001901,59,0.1183879093198992,0.083507792509886,0.1049914173488665,0.1176007556675063,0.0189811822668027,10.56204827049874,none
S02001902,60,0.0580801944106925,0.05403431909456,0.1059375496962333,0.1215066828675577,0.0178228631482961,9.77183359347096,none
S02001903,61,0.064162389174055,0.0455755156353958,0.1341392120858609,0.0853943070461969,0.0135954323694347,12.389752449009798,none
S02001904,62,0.247439180537772,0.1820689655172414,0.0460408998079385,0.2692061459667093,0.0369861662992265,10.268328373928297,none
S02001905,63,0.3717065261451155,0.2670731707317073,0.0261308573165788,0.2894203486015403,0.0395052748500097,6.726526486258208,none
S02001906,64,0.1744820065430752,0.1281082782499213,0.0840856244274809,0.1463467829880043,0.0370339356401772,7.701713670916469,none
S02001907,65,0.3899745114698386,0.2621000820344544,0.03311238317757,0.2469555366751628,0.0554867639076572,12.290375924379497,none
S02001908,66,0.2982048574445617,0.195027445915402,0.0554763558606124,0.2071805702217529,0.0271607957217837,12.56513781056494,none
S02001909,67,0.2267441860465116,0.1682098765432098,0.0752984748062015,0.1932170542635659,0.0299863442229401,5.597949886045543,none
S02001910,68,0.3236994219653179,0.2546662448592218,0.048363594091201,0.204453007921216,0.0567866909589398,4.26814186725819,none
S02001911,69,0.2529532614278377,0.1837878221890175,0.0654330326142783,0.2211093990755007,0.0412835027422464,5.888834834248332,none
S02001912,70,0.3088396578196973,0.1972492452197249,0.0376943336257951,0.1781092344812458,0.0491459544421236,6.134476527227463,none
S02001913,71,0.2315728380731282,0.1807343824511206,0.0832094480557167,0.1877539175856065,0.0303228885057748,4.386570491350842,none
S02001914,72,0.3023868567885927,0.2251039882554441,0.0615612740235585,0.2132672039677619,0.0559052498493805,8.400081755896776,none
S02001915,73,0.2863055605542559,0.2085253456221198,0.0427775907863955,0.2161238078099694,0.0432125611426079,8.766652875205146,none
S02001916,74,0.2346903270702853,0.1576470588235294,0.0504652397355601,0.1638830897703549,0.0545368861121607,6.5465898195452334,none
S02001917,75,0.2466941252980706,0.1778615490061686,0.0610733275525688,0.20463906351615,0.0357201189400098,7.511656886228052,none
S02001918,76,0.0612009237875288,0.0459016393442622,0.1250848195315077,0.104750907291323,0.0205521970885332,12.274024553033652,none
S02001919,77,0.2477902180318208,0.1869287020109689,0.0748401140247495,0.2021213906894519,0.0444050050672992,5.291186172642016,none
S02001920,78,0.2611741160773849,0.1886495007882291,0.0532640647098065,0.1891260840560373,0.0408865724665476,6.658102039393596,none
S02001921,79,0.2418812989921612,0.1772202309836718,0.051268681131019,0.3079507278835386,0.0385355551440512,7.021033076807391,none
S02001922,80,0.3010704727921499,0.236986301369863,0.0703200682426404,0.2145405887600356,0.0855953676922301,7.862659672446922,none
S02001923,81,0.2929787234042553,0.2127329192546584,0.0655214942553191,0.2070212765957446,0.0831580403123161,6.029647938534043,none
S02001924,82,0.2804206309464196,0.1843478260869565,0.0758829381572358,0.215322984476715,0.047543966605411,6.652653101436906,none
S02001925,83,0.2508792497069168,0.2071778140293637,0.068376,0.246189917936694,0.1095434514220591,4.862130542,none
S02001926,84,0.3048009567743038,0.2259435141214696,0.0771520550145224,0.3024090210148641,0.05321519680108,10.259797152950451,none
S02001927,85,0.1025753907109839,0.0625171373731834,0.0489313620955315,0.2071318511996478,0.0263182329981821,4.863503680814439,none
S02001928,86,0.1859393008067614,0.1130119232763089,0.0623788298117556,0.2255090280445639,0.028177418018912,4.4545818347787165,none
S02001929,87,0.3040100776821331,0.2155844155844155,0.0760763812723073,0.3163972286374134,0.0594868578486284,6.165372645494647,none
S02001930,88,0.1236522138105069,0.0753923766816143,0.0287855125028676,0.2011929341592108,0.0357270643354807,5.284289084342739,none
S02001931,89,0.1456699215623499,0.0918367346938775,0.321906685929246,0.2338722586841684,0.027502812454969,7.032117188079398,none
S02001932,90,0.1111563932755985,0.0724185724185724,0.1018603038206826,0.2,0.0931544468334565,9.703081783230155,none
S02001933,91,0.1429391504018369,0.1047227926078028,0.1288195235361653,0.2732491389207807,0.143616288604688,8.080615827304438,none
S02001934,92,0.1005038451339167,0.072463768115942,0.1467710042429063,0.3084062582869265,0.5224846839849536,7.014212539759746,none
S02001935,93,0.1196097560975609,0.0768304431599229,0.0329226942439024,0.2624390243902439,0.0305832215973366,5.072552670333073,none
S02001936,94,0.0616474569102252,0.0379541772737792,0.1010056670191392,0.1783863804589193,0.0293229861948906,4.680586936540975,none
S02001937,95,0.081773799837266,0.0427282797911061,0.155360448738812,0.2824789802007051,0.0249344882536024,4.978641163353403,none
S02001938,96,0.2334367070764026,0.1659574468085106,0.0810363140682266,0.2593741189737806,0.0498544560603717,5.790675307758388,none
S02001939,97,0.1656412683388547,0.106500408830744,0.0477988659094494,0.2333175579744439,0.0383572194373624,5.182710914758952,none
S02001940,98,0.3253822629969419,0.2274152180108292,0.0501415563710499,0.2489296636085627,0.0583792284764497,5.908094069509072,none
S02001941,99,0.1688724192694547,0.1059691482226693,0.0557530787453679,0.1933562731604023,0.0509283173610308,8.580815219986368,none
S02001942,100,0.3095317170375291,0.2170818505338078,0.0401729158087014,0.2080704085021587,0.0588960890966899,7.44255012643258,none
S02001943,101,0.3197701149425287,0.2299058653149891,0.0589289795402298,0.1797701149425287,0.0535859865594359,9.34649060625908,none
S02001944,102,0.3116156630470549,0.2387364060072501,0.0449352458045409,0.2408687068114511,0.0363675871269617,6.421448385498849,none
S02001945,103,0.1606941627225603,0.1198597386037615,0.1057352893847194,0.1654270903763804,0.019927175529202,17.85157516703403,none
S02001946,104,0.1891891891891892,0.1370099095217578,0.0736975476385476,0.158067158067158,0.0241378317835297,14.066007943931204,none
S02001947,105,0.3018648018648018,0.2172024326672458,0.0723741724941725,0.2243589743589743,0.0433278300415019,14.04332647494464,none
S02001948,106,0.2662702345556657,0.2035398230088495,0.0670033756194251,0.2011892963330029,0.0454737373553191,13.425695587066404,none
S02001949,107,0.3741024413595021,0.311424638678596,0.0362843690761129,0.2405457156534227,0.1012432698428787,5.590265554142173,none
S02001950,108,0.039047310434219,0.0297121634168987,0.1647541676928062,0.0662670123136746,0.0139999033258409,8.582171226331822,none
S02001951,109,0.0543821315853362,0.041875,0.0843817831998057,0.1371692158290847,0.0300030787819128,7.489587858305172,none
S02001952,110,0.050820707070707,0.0365398956002982,0.1259699534406565,0.2334280303030303,0.0323494947269322,4.089053446868213,none
S02001953,111,0.1134791032383061,0.0752282027069562,0.0737591271796291,0.2176861334071408,0.034205004567589,4.544314355015085,none
S02001954,112,0.1037289418890781,0.0776699029126213,0.0507170471323111,0.2477758849138747,0.0241532520338173,5.74307474170812,none
S02001955,113,0.1743304699343102,0.1207571801566579,0.0829114052551793,0.2496210207175341,0.0256388231548589,3.4498894237599798,none
S02001956,114,0.0382532751091703,0.0247083047357584,0.1234424627074235,0.1180786026200873,0.0187784952899333,4.578498475897468,none
S02001957,115,0.0371188687582854,0.0259357500736811,0.1583539712770658,0.1632788334069818,0.0199793089525073,4.761019097007512,none
S02001958,116,0.0386837038333625,0.0435393258426966,0.2478581381060738,0.0824435497987047,0.0281389742129017,8.907099658549274,none
S02001959,117,0.0763765541740675,0.0614754098360655,0.1607610386323268,0.0932504440497335,0.0218615120566082,6.8055992815746,none
S02001960,118,0.0654000730727073,0.0552646887725421,0.2197108417975886,0.0654000730727073,0.0245953217447173,7.281525457647059,none
S02001961,119,0.2851721333694768,0.2099509988692046,0.0446650712930333,0.2247221469232854,0.0446670937029724,3.877564063687178,none
S02001962,120,0.1504897595725734,0.1119453924914675,0.1462379160730187,0.1469278717720391,0.0248276568403441,5.299201137526269,none
S02001963,121,0.3074784542674451,0.2085436893203883,0.0628057503475118,0.2771754239644148,0.0561446168601262,3.201854446344454,none
S02001964,122,0.2314930991217064,0.1557774607703281,0.0832239703053115,0.2312839815976579,0.0357183881552074,3.801027221287537,none
S02001965,123,0.17800871605766,0.1163434903047091,0.0768910677170633,0.1853838417700301,0.0185251587795569,7.085052944573583,none
S02001966,124,0.2278625954198473,0.1703703703703703,0.0984744801526717,0.1961832061068702,0.0245431999508866,5.175830183235878,none
S02001967,125,0.2387341772151898,0.199921599372795,0.0708845288607594,0.1832911392405063,0.0371371235965711,5.731933677308354,none
S02001968,126,0.2520572996037793,0.1973989781699953,0.0453479448338921,0.1926241999390429,0.0419533687822466,7.075853389080768,none
S02001969,127,0.2197683813627794,0.1529126213592233,0.0952063455426878,0.2079181255049824,0.0316601826056457,7.81589831534231,none
S02001970,128,0.0714285714285714,0.0562958027981345,0.1101584349363507,0.131070249882131,0.0187115140478935,8.988251760388497,none
S02001971,129,0.1324089593173853,0.0840425531914893,0.0910401607496571,0.1452079841535883,0.0176054827851262,4.923205911590584,none
S02001972,130,0.2406094968107725,0.17689627445725,0.083836357902197,0.1970233876683203,0.022430349618474,7.236511120784905,none
S02001973,131,0.0933745279780295,0.0611604809200209,0.1042522763474081,0.1355990387916237,0.0224194717196404,8.23450633354171,none
S02001974,132,0.3039561300430866,0.2018592297476759,0.0607094065804935,0.2162162162162162,0.0499810538561131,3.5009811068687817,none
S02001975,133,0.3794947994056463,0.264760147601476,0.0270351637444279,0.2989598811292719,0.041801846870288,6.457549862720059,none
S02001976,134,0.3527180783817952,0.2506024096385542,0.0357954465865992,0.2680151706700379,0.0603350433369123,5.140625584859356,none
S02001977,135,0.2623817473567056,0.1780538302277432,0.0576097977184195,0.1892042292710072,0.0259990439796929,5.3528689559148575,none
