iz_code,predicted_rate,predicted_sigma,calibrated95_lower,calibrated95_upper,alpha_geo,alpha_transport,alpha_mobility,forecast_status
S02001607,50.93972107369436,72.68492889404297,-8.758616481237283,110.638058628626,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001608,49.50023052175707,57.801719665527344,2.0259225078410523,96.97453853567308,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001609,24.3792782776066,38.96445083618164,-7.623407269268398,56.3819638244816,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001610,31.2060359840396,45.53302001953125,-6.191615688323683,68.60368765640288,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001611,19.799653715303847,36.38754653930664,-10.086542421170762,49.68584985177846,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001612,21.163667796333275,36.85105514526367,-9.103223683158912,51.43055927582546,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001613,25.42183049098744,35.76888656616211,-3.9562422476600254,54.79990322963489,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001614,32.74686137193281,40.87506103515625,-0.825068559707816,66.31879130357343,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001615,23.76006228534551,40.24611282348633,-9.295292786675976,56.815417357367,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001616,27.538328421460704,39.00153350830078,-4.4948136683830455,59.57147051130445,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001617,20.06188807695156,36.19257736206055,-9.664174697706644,49.78795085160976,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001618,33.17091803073784,37.455299377441406,2.4077439737310016,63.93409208774467,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001619,23.67122339064498,34.12261199951172,-4.354714643412638,51.6971614247026,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001620,22.478488402675968,38.09040832519531,-8.80632070987286,53.76329751522479,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001621,25.64550848317157,36.18461608886719,-4.074015900373347,55.3650328667165,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001622,11.697730503714252,46.28022766113281,-26.31362585004551,49.70908685747402,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001623,18.55362676838377,39.32765579223633,-13.747371919360369,50.85462545612791,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001624,36.462226749241374,45.62493515014648,-1.010917782008626,73.93537128049138,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001625,36.75750955025708,42.32697677612305,1.993078550501224,71.52194055001294,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001626,31.436986913627543,43.65579605102539,-4.418844232612688,67.29281805986778,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001627,41.29438350355738,50.01517105102539,0.215404011369884,82.37336299574488,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001628,50.51700452213197,55.355987548828125,5.051451238440563,95.98255780582338,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001629,45.9440955380106,65.91923522949219,-8.197372510085103,100.0855635861063,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001630,34.90671911150612,50.77284622192383,-6.794559575017317,76.60799779802956,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001631,32.157575451537895,47.27044296264648,-6.667074359253121,70.98222526232891,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001632,32.833637845834915,45.00516128540039,-4.13046966759282,69.79774535926265,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001633,30.210237709301826,46.60274505615234,-8.06601122258294,68.48648664118659,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001634,39.708188137083305,51.05542755126953,-2.225184360475289,81.6415606346419,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001635,49.38985334925062,48.03953170776367,9.933527818244762,88.84617888025647,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001636,42.4134590915902,58.9705696105957,-6.020859450890271,90.84777763407068,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001637,46.92952794450295,50.78105163574219,5.221508687911154,88.63754720109475,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001638,41.87550147081214,49.669921875,1.0800874998648735,82.6709154417594,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001639,39.44209156190768,47.96335220336914,0.0483346954525956,78.83584842836275,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001640,41.32703969040675,43.9894905090332,5.197133989723156,77.45694539109034,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001641,29.449820972166403,43.14701843261719,-5.988136791505472,64.88777873583828,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001642,34.94766318959014,49.67098236083984,-5.848624347030956,75.74395072621124,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001643,29.99970351830438,47.22946166992188,-8.791289218512027,68.79069625512079,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001644,33.25392391195085,41.17703628540039,-0.5660261918089162,67.07387401571062,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001645,34.903570977694976,43.51604843139648,-0.8374797425198679,70.64462169790983,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001646,39.96641847582393,43.36661148071289,4.348101825433304,75.58473512621455,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001647,31.24265794976547,39.289058685302734,-1.0266406037013276,63.51195650323227,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001648,40.47028706514681,43.91386032104492,4.402499894736657,76.53807423555696,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001649,32.3595782488253,42.49883270263672,-2.546004179153215,67.26516067680382,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001650,27.44623840342713,43.06134414672852,-7.92134963978576,62.81382644664002,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001651,28.121429320375583,44.801231384277344,-8.675182465513089,64.91804110626425,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001652,23.489887694883446,42.4925537109375,-11.410537262391944,58.39031265215884,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001653,33.35422630769402,42.88693237304688,-1.8701122238001204,68.57856483918816,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001654,34.014648036592334,42.64840698242188,-1.0137829021283693,69.04307897531304,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001655,33.01315924887123,42.35097503662109,-1.7709822916561109,67.79730078939858,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001656,25.65754510258214,40.07948684692383,-7.260953890337781,58.57604409550206,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001657,30.4490404419448,43.06364822387695,-4.920443505809111,65.8185243896987,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001658,19.66800512898546,38.72780990600586,-12.140321592205948,51.47633185017686,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001659,28.20934222447819,42.70382308959961,-6.864605682015952,63.28329013097233,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001660,19.9974327413364,40.05393600463867,-12.900081601925326,52.89494708459812,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001661,23.578022891973536,41.54498672485352,-10.544135158563574,57.70018094251064,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001662,23.20183144265664,43.20719909667969,-12.285553353485938,58.68921623879922,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001663,29.42440076592192,49.39228057861328,-11.142978231880818,69.99177976372465,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001664,22.7504566514502,43.2429084777832,-12.766255537270505,58.2671688401709,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001665,38.00159433479787,48.55001449584961,-1.8740083873700968,77.87719705696584,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001666,45.14691619894236,48.42544555664063,5.373627472135716,84.920204925749,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001667,36.40514914360831,47.18595504760742,-2.350107509223726,75.16040579644033,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001668,49.43050145959232,61.725730895996094,-1.2667145743432329,100.12771749352784,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001669,37.768129565656366,50.59820175170898,-3.78970887428504,79.32596800559777,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001670,41.75866111415026,60.44381713867188,-7.885683215683727,91.40300544398424,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001671,41.85678158218507,51.31663513183594,-0.2911294895922722,84.00469265396242,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001672,27.55070217832253,49.15167236328125,-12.819060242331766,67.92046459897682,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001673,36.9375302671008,53.50722885131836,-7.009582770008571,80.88464330421019,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001674,25.532716971930423,46.34242630004883,-12.529725807610593,63.59515975147144,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001675,36.349721229984524,45.1331672668457,-0.7195193400838349,73.41896180005288,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001676,27.873925963586643,48.671913146972656,-12.101793488317654,67.84964541549094,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001677,27.147208156007707,45.590179443359375,-10.29739099560362,64.59180730761904,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001678,36.754280421451725,50.68907928466797,-4.878200199886166,78.38676104278962,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001679,30.017312170031065,45.03484725952149,-6.971175073621279,67.0057994136834,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001680,36.95378443079498,50.63557815551758,-4.634754692740174,78.54232355433014,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001681,33.29733103941042,45.8809700012207,-4.386102493304421,70.98076457212527,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001682,30.160849897867617,52.26040649414063,-12.762207658284726,73.08390745401996,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001683,22.213185528599816,49.87653350830078,-18.75192525020877,63.17829630740841,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001684,28.65677333486606,47.15183639526367,-10.07046055185269,67.38400722158481,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001685,22.0832768341433,39.749122619628906,-10.56388655696998,54.73044022525659,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
S02001686,22.109238418384496,41.636112213134766,-12.087763992504176,56.306240829273165,0.3181084990501404,0.3234014213085174,0.3584901392459869,unverified_extrapolation
