site_id,site_name,site_type,easting,northing,iz_code,iz_easting,iz_northing,suitability,coord_source,DispCode,DispLocationName,DispLocationAddress1,DispLocationAddress2,DispLocationAddress3,DispLocationAddress4,DispLocationPostcode,DispLocationTelNo,hb2019,hscp2019,datazone2011,datazone2001,DataZone,IntZone,pc_easting,pc_northing
PH_1133,J & J G DICKSON  & SON LTD,pharmacy,260699.87,663895.1,S02001892,260657.0,663965.0,confirmed,OSM_exact_building,1133,J & J G DICKSON  & SON LTD,21 MAIN STREET,GLASGOW,,,G40 1QA,0141 531 6689,S08000031,S37000034,S01010043,S01003270,S01010043,S02001892,260708.0,663902.0
PH_1134,J & J G DICKSON & SON LTD,pharmacy,263990.63,663297.64,S02001896,263753.0,663145.0,confirmed,OSM_exact_building,1134,J & J G DICKSON & SON LTD,1024 TOLLCROSS ROAD,GLASGOW,,,G32 8UW,0141 778 3310,S08000031,S37000034,S01010063,S01003223,S01010063,S02001896,263995.0,663293.0
PH_1143,CENTRAL PHARMACIES (UK) LTD,pharmacy,256892.0,661567.0,S02001870,257163.0,662184.0,confirmed,Postcode_centroid,1143,CENTRAL PHARMACIES (UK) LTD,224 KILMARNOCK ROAD,SHAWLANDS,GLASGOW,,G43 1TY,0141 632 3356,S08000031,S37000034,S01009922,S01003139,S01009922,S02001870,256892.0,661567.0
PH_1204,A & A GILBRIDE,pharmacy,264933.03,661760.55,S02001897,264613.0,662967.0,confirmed,OSM_exact_building,1204,A & A GILBRIDE,170 CARMYLE AVENUE,CARMYLE,GLASGOW,,G32 8EE,0141641 3880,S08000031,S37000034,S01010071,S01003151,S01010071,S02001897,264948.0,661735.0
PH_1205,J GILBRIDE,pharmacy,255165.0,665687.64,S02001856,254808.0,665509.0,confirmed,OSM_exact_building,1205,J GILBRIDE,92 LANGLANDS ROAD,GLASGOW,,,G51 3BQ,0141 445 2087,S08000031,S37000034,S01009844,S01003367,S01009844,S02001856,255183.0,665707.0
PH_1208,P J & K GILBRIDE,pharmacy,252407.79,663915.73,S02001852,252456.0,663761.0,confirmed,OSM_exact_building,1208,P J & K GILBRIDE,2232 PAISLEY ROAD WEST,GLASGOW,,,G52 3SJ,0141882 2046,S08000031,S37000034,S01009820,S01003243,S01009820,S02001852,252455.0,663926.0
PH_1214,GOVANHILL PHARMACY LTD,pharmacy,258673.53,662739.73,S02001865,258583.0,662726.0,confirmed,OSM_exact_building,1214,GOVANHILL PHARMACY LTD,GOVANHILL HEALTH CENTRE,233 CALDER STREET,GLASGOW,,G42 7DR,0141 423 5530,S08000031,S37000034,S01009890,S01003191,S01009890,S02001865,258676.0,662755.0
PH_1230,J A HOGARTH (CHEMIST) LTD,pharmacy,254849.34,667370.72,S02001959,254765.0,667238.0,confirmed,OSM_exact_building,1230,J A HOGARTH (CHEMIST) LTD,308 CROW ROAD,GLASGOW,,,G11 7HS,0141 339 0304,S08000031,S37000034,S01010418,S01003524,S01010418,S02001959,254851.0,667378.0
PH_1258,LIGHTBURN PHARMACY LTD,pharmacy,264459.0,665320.0,S02001914,264269.0,665508.0,confirmed,Postcode_centroid,1258,LIGHTBURN PHARMACY LTD,971 CARNTYNE ROAD,GLASGOW,,,G32 6LY,0141774 2900,S08000031,S37000034,S01010158,S01003383,S01010158,S02001914,264459.0,665320.0
PH_1299,BOOTS UK LTD,pharmacy,262713.11,664202.5,S02001894,262364.0,663850.0,confirmed,OSM_exact_building,1299,BOOTS UK LTD,90 WESTMUIR STREET,GLASGOW,,,G31 5BJ,0141 556 6976,S08000031,S37000034,S01010052,S01003314,S01010052,S02001894,262692.0,664197.0
PH_1308,MARYHILL DISPENSARY LTD,pharmacy,256708.0,668685.0,S02001949,256834.0,668381.0,confirmed,Postcode_centroid,1308,MARYHILL DISPENSARY LTD,MARYHILL HEALTH & SOCIAL CARE CENTRE,51 GAIRBRAID AVENUE,MARYHILL,GLASGOW,G20 8FB,0141 451 2623,S08000031,S37000034,S01010360,S01003625,S01010360,S02001949,256708.0,668685.0
PH_1311,MR SANAT MEHTA,pharmacy,257416.0,664532.0,S02001861,257070.0,664692.0,confirmed,Postcode_centroid,1311,MR SANAT MEHTA,34 ADMIRAL STREET,GLASGOW,,,G41 1HU,0141429 1884,S08000031,S37000034,S01009867,S01003286,S01009867,S02001861,257416.0,664532.0
PH_1315,BOOTS UK LTD,pharmacy,254715.57,667191.46,S02001959,254765.0,667238.0,confirmed,OSM_exact_building,1315,BOOTS UK LTD,26 NORBY ROAD,GLASGOW,,,G11 7BN,0141 334 2524,S08000031,S37000034,S01010418,S01003524,S01010418,S02001959,254706.0,667218.0
PH_1341,BOOTS UK LTD,pharmacy,256954.3,667254.69,S02001941,257256.0,668176.0,confirmed,OSM_exact_building,1341,BOOTS UK LTD,80 QUEEN MARGARET DRIVE,GLASGOW,,,G20 8NZ,0141 946 3333,S08000031,S37000034,S01010317,S01003566,S01010317,S02001941,257209.0,667621.0
PH_1344,BOOTS UK LTD,pharmacy,254746.0,668753.0,S02001970,255162.0,668855.0,confirmed,Postcode_centroid,1344,BOOTS UK LTD,1630 GREAT WESTERN ROAD,GLASGOW,,,G13 1HH,0141 954 4477,S08000031,S37000034,S01010469,S01003635,S01010469,S02001970,254746.0,668753.0
PH_1358,BESTWAY NATIONAL CHEMISTS LTD,pharmacy,266507.0,663954.0,S02001902,267219.0,664080.0,confirmed,Postcode_centroid,1358,BESTWAY NATIONAL CHEMISTS LTD,171-177 BAILLIESTON ROAD,GLASGOW,,,G32 0TN,0141 771 7994,S08000031,S37000034,S01010097,S01003292,S01010097,S02001902,266507.0,663954.0
PH_1363,BESTWAY NATIONAL CHEMISTS LTD,pharmacy,264509.0,664174.0,S02001910,264808.0,664082.0,confirmed,Postcode_centroid,1363,BESTWAY NATIONAL CHEMISTS LTD,1157 - 1159 SHETTLESTON ROAD,SHETTLESTON,GLASGOW,,G32 7NB,0141778 5505,S08000031,S37000034,S01010141,S01003293,S01010141,S02001910,264509.0,664174.0
PH_1370,M & D GREEN DISPENSING CHEMIST LTD,pharmacy,254805.0,665307.0,S02001856,254808.0,665509.0,confirmed,Postcode_centroid,1370,M & D GREEN DISPENSING CHEMIST LTD,4 CRAIGTON ROAD,GLASGOW,,,G51 3TB,0141 445 1352,S08000031,S37000034,S01009842,S01003364,S01009842,S02001856,254805.0,665307.0
PH_1371,PARKHEAD HEALTH CENTRE PHARMACY LTD,pharmacy,262775.0,664330.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,1371,PARKHEAD HEALTH CENTRE PHARMACY LTD,PARKHEAD HEALTH CENTRE,101 SALAMANCA STREET,GLASGOW,,G31 5ES,0141 554 0554,S08000031,S37000034,S01010052,S01003314,S01010052,S02001894,262775.0,664330.0
PH_1375,M & D GREEN DISPENSING CHEMIST LTD,pharmacy,259526.86,668935.35,S02001942,259347.0,668617.0,confirmed,OSM_exact_building,1375,M & D GREEN DISPENSING CHEMIST LTD,9 WESTRAY CIRCUS,GLASGOW,,,G22 7BE,0141 336 8914,S08000031,S37000034,S01010324,S01003629,S01010324,S02001942,259534.0,668943.0
PH_1376,LLOYDS PHARMACY LTD,pharmacy,254393.0,665366.0,S02001855,253938.0,665268.0,confirmed,Postcode_centroid,1376,LLOYDS PHARMACY LTD,60 DRUMOYNE ROAD,GLASGOW,,,G51 4AU,0141 445 2552,S08000031,S37000034,S01009840,S01003384,S01009840,S02001855,254393.0,665366.0
PH_1377,J P MACKIE & CO LTD,pharmacy,257325.33,662111.94,S02001871,257327.0,661935.0,confirmed,OSM_exact_building,1377,J P MACKIE & CO LTD,1067 POLLOCKSHAWS ROAD,SHAWLANDS,GLASGOW,,G41 3YF,0141 649 8915,S08000031,S37000034,S01009924,S01003154,S01009924,S02001871,257338.0,662122.0
PH_1392,MR ABDUL QAYUM,pharmacy,256751.0,669878.0,S02001946,256635.0,670039.0,confirmed,Postcode_centroid,1392,MR ABDUL QAYUM,10 GORSTAN STREET,GLASGOW,,,G23 5QA,0141946 1632,S08000031,S37000034,S01010349,S01003688,S01010349,S02001946,256751.0,669878.0
PH_1394,MR ABDUL QAYUM,pharmacy,257214.0,668281.0,S02001941,257256.0,668176.0,confirmed,Postcode_centroid,1394,MR ABDUL QAYUM,1129 MARYHILL ROAD,GLASGOW,,,G20 9AZ,0141 945 1842,S08000031,S37000034,S01010319,S01003581,S01010319,S02001941,257214.0,668281.0
PH_1406,BRAIDCRAFT PHARMACY LTD,pharmacy,253593.0,662263.0,S02001849,252879.0,662838.0,confirmed,Postcode_centroid,1406,BRAIDCRAFT PHARMACY LTD,10 BRAIDCRAFT TERRACE,GLASGOW,,,G53 5EB,0141 882 8700,S08000031,S37000034,S01009799,S01003184,S01009799,S02001849,253593.0,662263.0
PH_1448,SHETTLESTON PHARMACY LTD,pharmacy,264258.0,664251.0,S02001912,263463.0,665057.0,confirmed,Postcode_centroid,1448,SHETTLESTON PHARMACY LTD,SHETTLESTON HEALTH CENTRE,420 OLD SHETTLESTON ROAD,GLASGOW,,G32 7JZ,0141 531 6210,S08000031,S37000034,S01010147,S01003309,S01010147,S02001912,264258.0,664251.0
PH_1466,D G TARBET (PHARMACY) LTD,pharmacy,262917.07,667185.35,S02001917,263164.0,667236.0,confirmed,OSM_exact_building,1466,D G TARBET (PHARMACY) LTD,1236 ROYSTON ROAD,GLASGOW,,,G33 1EX,0141770 4063,S08000031,S37000034,S01010180,S01003489,S01010180,S02001917,262907.0,667179.0
PH_1470,MISS G TARBET,pharmacy,261079.0,665648.0,S02001927,261285.0,665645.0,confirmed,Postcode_centroid,1470,MISS G TARBET,PHASE 1 ROYAL INFIRMARY,16 ALEXANDRA PARADE,GLASGOW,,G31 3AA,0141 552 2050,S08000031,S37000034,S01010234,S01003409,S01010234,S02001927,261079.0,665648.0
PH_1478,MR D F WALLS,pharmacy,255834.0,667250.0,S02001956,255678.0,667378.0,confirmed,Postcode_centroid,1478,MR D F WALLS,151 HYNDLAND ROAD,GLASGOW,,,G12 9JA,0141 339 3235,S08000031,S37000034,S01010401,S01003520,S01010401,S02001956,255834.0,667250.0
PH_1497,ASDA STORES LTD,pharmacy,262422.5,664465.98,S02001894,262364.0,663850.0,confirmed,OSM_exact_building,1497,ASDA STORES LTD,THE FORGE SHOPPING CENTRE,DUKE STREET,GLASGOW,,G31 4EB,0141 414 1510,S08000031,S37000034,S01010052,S01003314,S01010052,S02001894,262402.0,664488.0
PH_1502,LLOYDS PHARMACY LTD,pharmacy,266519.0,664873.0,S02001908,266066.0,664871.0,confirmed,Postcode_centroid,1502,LLOYDS PHARMACY LTD,UNIT 2,317 HALLHILL ROAD,GLASGOW,,G33 4RY,0141 7811995,S08000031,S37000034,S01010130,S01003332,S01010130,S02001908,266519.0,664873.0
PH_1508,L ROWLAND & CO RETAIL LTD,pharmacy,260628.42,667773.13,S02001922,260869.0,668021.0,confirmed,OSM_exact_building,1508,L ROWLAND & CO RETAIL LTD,225 SPRINGBURN WAY,GLASGOW,,,G21 1DU,0141 558 5259,S08000031,S37000034,S01010212,S01003572,S01010212,S02001922,260612.0,667755.0
PH_1509,L ROWLAND & CO RETAIL LTD,pharmacy,264665.0,664136.0,S02001910,264808.0,664082.0,confirmed,Postcode_centroid,1509,L ROWLAND & CO RETAIL LTD,1322 SHETTLESTON ROAD,GLASGOW,,,G32 7YS,0141 778 2017,S08000031,S37000034,S01010139,S01003275,S01010139,S02001910,264665.0,664136.0
PH_1510,L ROWLAND & CO (RETAIL) LTD,pharmacy,260628.42,667773.13,S02001922,260869.0,668021.0,confirmed,OSM_exact_building,1510,L ROWLAND & CO (RETAIL) LTD,UNIT 25,210 SPRINGBURN WAY,SPRINGBURN,GLASGOW,G21 1TU,0141 558 5209,S08000031,S37000034,S01010212,S01003572,S01010212,S02001922,260637.0,667703.0
PH_1511,L ROWLANDS & CO (RETAIL) LTD,pharmacy,258911.28,668328.51,S02001942,259347.0,668617.0,confirmed,OSM_exact_building,1511,L ROWLANDS & CO (RETAIL) LTD,144 BALMORE ROAD,PARKHOUSE,GLASGOW,,G22 6LJ,0141 336 8180,S08000031,S37000034,S01010328,S01003599,S01010328,S02001942,258913.0,668341.0
PH_1512,L ROWLAND & CO (RETAIL) LTD,pharmacy,264837.83,666795.22,S02001915,265183.0,666470.0,confirmed,OSM_exact_building,1512,L ROWLAND & CO (RETAIL) LTD,69 GILBERTFIELD STREET,GLASGOW,,,G33 3TT,0141 7743100,S08000031,S37000034,S01010168,S01003523,S01010168,S02001915,264808.0,666762.0
PH_1515,MRS RAKHEE CANNOVAN,pharmacy,258202.0,661536.0,S02001867,258120.0,661477.0,confirmed,Postcode_centroid,1515,MRS RAKHEE CANNOVAN,168 BATTLEFIELD ROAD,LANGSIDE,GLASGOW,,G42 9JT,0141 632 1364,S08000031,S37000034,S01009901,S01003131,S01009901,S02001867,258202.0,661536.0
PH_1520,NEW CASTLE HEALTHCARE LTD,pharmacy,256400.0,661492.0,S02001873,256618.0,661516.0,confirmed,Postcode_centroid,1520,NEW CASTLE HEALTHCARE LTD,7-9 MCARTHUR STREET,GLASGOW,,,G43 1RU,0141 632 1149,S08000031,S37000034,S01009935,S01003126,S01009935,S02001873,256400.0,661492.0
PH_1525,LLOYDS PHARMACY LTD,pharmacy,253659.0,669484.0,S02001971,254637.0,669245.0,confirmed,Postcode_centroid,1525,LLOYDS PHARMACY LTD,195-197 KNIGHTSWOOD ROAD,GLASGOW,,,G13 2EX,0141 9592063,S08000031,S37000034,S01010470,S01003668,S01010470,S02001971,253659.0,669484.0
PH_1527,LLOYDS PHARMACY LTD,pharmacy,257963.0,667070.0,S02001939,257819.0,667183.0,confirmed,Postcode_centroid,1527,LLOYDS PHARMACY LTD,100 NAPIERSHALL STREET,GLASGOW,,,G20 6HS,0141 3325444,S08000031,S37000034,S01010306,S01003517,S01010306,S02001939,257963.0,667070.0
PH_1528,LLOYDS PHARMACY LTD,pharmacy,256892.0,668715.0,S02001949,256834.0,668381.0,confirmed,Postcode_centroid,1528,LLOYDS PHARMACY LTD,1421 MARYHILL ROAD,GLASGOW,,,G20 9AA,0141 9463389,S08000031,S37000034,S01010359,S01003619,S01010359,S02001949,256892.0,668715.0
PH_1529,LLOYDS PHARMACY LTD,pharmacy,267774.0,663930.0,S02001902,267219.0,664080.0,confirmed,Postcode_centroid,1529,LLOYDS PHARMACY LTD,3/5 MAIN STREET,BAILLIESTON,,,G69 6SG,0141 7717650,S08000031,S37000034,S01010094,S01003283,S01010094,S02001902,267774.0,663930.0
PH_1530,LLOYDS PHARMACY LTD,pharmacy,253313.0,663836.0,S02001850,253570.0,663542.0,confirmed,Postcode_centroid,1530,LLOYDS PHARMACY LTD,1851/1855 PAISLEY ROAD WEST,GLASGOW,,,G52 3SX,0141 8821513,S08000031,S37000034,S01009806,S01003255,S01009806,S02001850,253313.0,663836.0
PH_1531,KELLOCK PHARMACY LTD,pharmacy,260018.0,659303.0,S02001882,261298.0,659522.0,confirmed,Postcode_centroid,1531,KELLOCK PHARMACY LTD,"THE BRAES SHOPPING CENTRE, UNIT 17",DOUGRIE DRIVE,CASTLEMILK,GLASGOW,G45 9AA,0141 634 0613,S08000031,S37000034,S01009980,S01003044,S01009980,S02001882,260018.0,659303.0
PH_1536,BOOTS UK LTD,pharmacy,264276.71,664195.22,S02001911,264089.0,664001.0,confirmed,OSM_exact_building,1536,BOOTS UK LTD,1035/1041 SHETTLESTON ROAD,GLASGOW,,,G32 7PB,0141 778 8301,S08000031,S37000034,S01010142,S01003281,S01010142,S02001911,264252.0,664199.0
PH_1538,J GILBRIDE,pharmacy,255165.0,665687.64,S02001856,254808.0,665509.0,confirmed,OSM_exact_building,1538,J GILBRIDE,21 HARMONY ROW,GOVAN,GLASGOW,,G51 3BA,0141 445 5135,S08000031,S37000034,S01009844,S01003367,S01009844,S02001856,255236.0,665765.0
PH_1539,JMG (PHARMACISTS) LTD,pharmacy,256187.0,666567.0,S02001953,255880.0,666698.0,confirmed,Postcode_centroid,1539,JMG (PHARMACISTS) LTD,160 DUMBARTON ROAD,GLASGOW,,,G11 6XE,0141 334 4840,S08000031,S37000034,S01010383,S01003470,S01010383,S02001953,256187.0,666567.0
PH_1540,J GILBRIDE,pharmacy,255764.73,664628.66,S02001859,255962.0,665326.0,confirmed,OSM_exact_building,1540,J GILBRIDE,182 COPLAND ROAD,IBROX,GLASGOW,,G51 2UE,0141 4271676,S08000031,S37000034,S01009861,S01003357,S01009861,S02001859,255776.0,664646.0
PH_1541,J GILBRIDE,pharmacy,260145.0,661704.0,S02001888,260106.0,661702.0,confirmed,Postcode_centroid,1541,J GILBRIDE,18 GLENMORE AVENUE,GLASGOW,,,G42 0EH,0141 6473364,S08000031,S37000034,S01010018,S01003142,S01010018,S02001888,260145.0,661704.0
PH_1542,L ROWLAND & CO RETAIL LTD,pharmacy,257659.51,662963.13,S02001864,257880.0,663229.0,confirmed,OSM_exact_building,1542,L ROWLAND & CO RETAIL LTD,116 NITHSDALE ROAD,GLASGOW,,,G41 5RB,0141 423 0086,S08000031,S37000034,S01009885,S01003211,S01009885,S02001864,257625.0,662992.0
PH_1545,J P MACKIE & CO LTD,pharmacy,253325.75,663837.97,S02001850,253570.0,663542.0,confirmed,OSM_exact_building,1545,J P MACKIE & CO LTD,1845 PAISLEY ROAD WEST,GLASGOW,,,G52 3SX,0141 882 8535,S08000031,S37000034,S01009806,S01003255,S01009806,S02001850,253313.0,663836.0
PH_1553,L ROWLAND & CO (RETAIL) LTD,pharmacy,256169.0,664424.0,S02001860,256186.0,664538.0,confirmed,Postcode_centroid,1553,L ROWLAND & CO (RETAIL) LTD,456 PAISLEY ROAD WEST,GLASGOW,,,G51 1PX,0141 427 0424,S08000031,S37000034,S01009863,S01003322,S01009863,S02001860,256169.0,664424.0
PH_1559,BOOTS UK LTD,pharmacy,254594.36,669313.84,S02001971,254637.0,669245.0,confirmed,OSM_exact_building,1559,BOOTS UK LTD,90 FULTON STREET,GLASGOW,,,G13 1DT,0141 958 0634,S08000031,S37000034,S01010475,S01003659,S01010475,S02001971,254556.0,669339.0
PH_1560,BOOTS UK LTD,pharmacy,256811.12,666083.55,S02001936,256903.0,666035.0,confirmed,OSM_exact_building,1560,BOOTS UK LTD,1278 ARGYLE STREET,GLASGOW,,,G3  8AA,0141 339 3353,S08000031,S37000034,S01010287,S01003432,S01010287,S02001936,256818.0,666085.0
PH_1562,BOOTS UK LTD,pharmacy,258797.63,662458.66,S02001866,259077.0,662627.0,confirmed,OSM_exact_building,1562,BOOTS UK LTD,639 CATHCART ROAD,GLASGOW,,,G42 8AE,0141 423 2915,S08000031,S37000034,S01009894,S01003175,S01009894,S02001866,258801.0,662464.0
PH_1563,BOOTS UK LTD,pharmacy,252904.0,671284.0,S02001975,252980.0,671333.0,confirmed,Postcode_centroid,1563,BOOTS UK LTD,8 ROZELLE AVENUE,GLASGOW,,,G15 7QR,0141 944 6909,S08000031,S37000034,S01010495,S01003711,S01010495,S02001975,252904.0,671284.0
PH_1564,BOOTS UK LTD,pharmacy,258238.02,662652.45,S02001868,257906.0,662506.0,confirmed,OSM_exact_building,1564,BOOTS UK LTD,426 VICTORIA ROAD,GLASGOW,,,G42 8YU,0141 422 2604,S08000031,S37000034,S01009906,S01003183,S01009906,S02001868,258228.0,662626.0
PH_1565,BOOTS UK LTD,pharmacy,259226.99,664071.07,S02001889,259444.0,663629.0,confirmed,OSM_exact_building,1565,BOOTS UK LTD,155 CROWN STREET,GLASGOW,,,G5  9XT,0141 429 0416,S08000031,S37000034,S01010027,S01003268,S01010027,S02001889,259182.0,663979.0
PH_1566,LLOYDS PHARMACY LTD,pharmacy,251652.7,671647.96,S02001976,251922.0,671401.0,confirmed,OSM_exact_building,1566,LLOYDS PHARMACY LTD,10 ACHAMORE ROAD,DRUMCHAPEL,GLASGOW,,G15 8QS,0141 949 0906,S08000031,S37000034,S01010498,S01003717,S01010498,S02001976,251571.0,671688.0
PH_1567,LLOYDS PHARMACY LTD,pharmacy,251818.0,671166.0,S02001976,251922.0,671401.0,confirmed,Postcode_centroid,1567,LLOYDS PHARMACY LTD,63 KINFAUNS DRIVE,DRUMCHAPEL,GLASGOW,,G15 7TG,0141 944 5724,S08000031,S37000034,S01010499,S01003709,S01010499,S02001976,251818.0,671166.0
PH_1568,LLOYDS PHARMACY LTD,pharmacy,251813.0,671051.0,S02001976,251922.0,671401.0,confirmed,Postcode_centroid,1568,LLOYDS PHARMACY LTD,29 DUNKENNY SQUARE,DRUMCHAPEL,GLASGOW,,G15 8NE,0141 944 3479,S08000031,S37000034,S01010499,S01003707,S01010499,S02001976,251813.0,671051.0
PH_1575,BOOTS UK LTD,pharmacy,256628.41,667131.63,S02001952,256853.0,667062.0,confirmed,OSM_exact_building,1575,BOOTS UK LTD,693 GREAT WESTERN ROAD,GLASGOW,,,G12 8RA,0141 339 0012,S08000031,S37000034,S01010375,S01003521,S01010375,S02001952,256963.0,667243.0
PH_1576,BOOTS UK LTD,pharmacy,252427.0,663995.0,S02001854,252573.0,664439.0,confirmed,Postcode_centroid,1576,BOOTS UK LTD,50 HILLINGTON ROAD SOUTH,GLASGOW,,,G52 2AA,0141 882 8829,S08000031,S37000034,S01009832,S01003298,S01009832,S02001854,252427.0,663995.0
PH_1579,BOOTS UK LTD,pharmacy,252142.6,662183.7,S02001848,252239.0,661881.0,confirmed,OSM_exact_building,1579,BOOTS UK LTD,220 DALMELLINGTON ROAD,CROOKSTON,GLASGOW,,G53 7FY,0141 882 8877,S08000031,S37000034,S01009794,S01003155,S01009794,S02001848,252298.0,662096.0
PH_1582,BOOTS UK LIMITED,pharmacy,266082.0,666320.0,S02001915,265183.0,666470.0,confirmed,Postcode_centroid,1582,BOOTS UK LIMITED,BLOCK 6,GLASGOW FORT RETAIL PARK,AUCHINLEA ROAD,GLASGOW,G33 5AT,0141 773 4817,S08000031,S37000034,S01010171,S01003455,S01010171,S02001915,266082.0,666320.0
